whiplash|Damien Chazelle|Drame, musique|2014-12-24|1 h 47 min|8.0|66869|825|67K|9K|10K|Andrew, 19 ans, rêve de devenir l’un des meilleurs batteurs de jazz de sa génération. Mais la concurrence est rude au conservatoire de Manhattan où il s’entraîne avec acharnement. Il a pour objectif d’intégrer le fleuron des orchestres dirigé par Terence Fletcher, professeur féroce et intraitable....
elephant_man|David Lynch|Biopic, drame|1981-04-08|2 h 04 min|8.0|33734|202|34K|2.8K|14K|Londres, 1884. Le chirurgien Frederick Treves découvre John Merrick, un homme complètement défiguré et difforme, devenu une attraction de foire. Impressionné par de telles difformités, le Dr. Treves achète Merrick, l'arrachant ainsi à la violence de son propriétaire. Le chirurgien pense alors que...
L_Homme_qui_tua_Liberty_Valance|John Ford|Western|1962-10-03|2 h 03 min|8.0|7566|108|7.6K|741|4.9K|Après des années d'absence, Ransom Stoddard, sénateur âgé et reconnu, assiste avec sa femme Hallie à l'enterrement de son vieil ami, Tom Doniphon, dans la petite ville de Shinbone. Intrigués, les journalistes locaux interrogent l'homme politique sur son passé. Stoddard évoque l'époque où...
koyaanisqatsi|Godfrey Reggio|Expérimental|1983-08-24|1 h 26 min|8.0|7034|122|7K|1.3K|9K|Ce film propose des images où l’on joue sur les échelles d’espace et de temps pour montrer au spectateur le monde où il vit sous un angle différent.
Paris_Texas|Wim Wenders|Drame, road movie|1984-09-19|2 h 25 min|8.0|16780|151|17K|2.5K|11K|Un homme réapparaît subitement après quatre années d'errance, période sur laquelle il ne donne aucune explication à son frère venu le retrouver.
Freaks_La_Monstrueuse_Parade|Tod Browning|Drame, thriller|1932-10-07|1 h 04 min|8.0|13145|122|13K|1.4K|6.5K|Des êtres difformes se produisent dans un célèbre cirque, afin de s'exhiber en tant que phénomènes de foire. Le liliputien Hans, fiancé à l'écuyère naine Frieda, est fasciné par la beauté de l'acrobate Cléopâtre. Apprenant que son soupirant a hérité d'une belle somme, celle-ci décide de l'épouser...
sans_soleil|Chris Marker|Expérimental, société, essai|1983-03-02|1 h 44 min|8.0|2903|30|2.9K|454|3.7K|Des lettres d’un caméraman free-lance, Sandor Krasna, sont lues par une femme inconnue. Parcourant le monde, il demeure attiré par deux « pôles extrêmes de la survie », le Japon et l’Afrique, plus particulièrement la Guinée Buissau et les îles du Cap-Vert. Le caméraman s’interroge sur la...
L_Operateur|Edward Sedgwick|Comédie, romance, drame|2005-08-24|1 h 16 min|8.0|2155|23|2.2K|236|2K|À New-York, les débuts de Shannon comme reporter d'une compagnie d'actualités cinématographiques sont désastreux. Mais la chance va tourner.
lecons_de_tenebres|Werner Herzog|Guerre|1992-02-21|54 min|8.0|981|14|981|143|1.2K|L'extinction des puits de pétrole en feu au Koweït après la fin de la guerre du Golfe.
La_Garconniere|Billy Wilder|Comédie, drame, romance|1960-09-16|2 h 05 min|8.0|5117|72|5.1K|648|3.9K|Dans l'espoir d'une promotion, C. C. Baxter prête son appartement à ses supérieurs, qui y amènent leurs maîtresses. Jusqu'au jour où son chef invite Mlle Kubelik, dont Baxter est amoureux...
shoah|Claude Lanzmann|Historique, guerre|1985-04-30|9 h 26 min|8.0|2109|25|2.1K|137|3.1K|Claude Lanzmann fait revivre le voyage des Juifs européens vers la mort au cours de la dernière guerre. Pas une image d'archives, pas une ligne de commentaire : un film d'histoire au présent.
citizen_kane|Orson Welles|Drame|1946-07-03|1 h 59 min|8.0|26582|222|27K|1.8K|14K|À la mort du milliardaire Charles Foster Kane, un grand magnat de la presse, Thompson, un reporter, enquête sur sa vie. Les contacts qu'il prend avec ses proches lui font découvrir un personnage gigantesque, mégalomane, égoïste et solitaire.
le_salaire_de_la_peur|Henri-Georges Clouzot|Aventure, drame, thriller|1953-04-22|2 h 28 min|8.0|9205|88|9.2K|805|6.2K|En Amérique centrale, une compagnie pétrolière propose une grosse somme d'argent à qui acceptera de conduire deux camions chargés de nitroglycérine sur 500 kilomètres de pistes afin d'éteindre un incendie dans un puits de pétrole. Quatre aventuriers sont choisis et entament un long et périlleux...
L_Aventure_de_Mme_Muir|Joseph L. Mankiewicz|Drame, fantastique, romance|1948-05-26|1 h 44 min|8.0|3244|63|3.2K|527|2.9K|L’histoire de Lucy Muir, une jeune veuve qui s’installe dans une maison réputée hantée. Rapidement, elle va recevoir la visite d'un fantôme.
12_hommes_en_colere|William Friedkin|Drame|1999-07-07|1 h 57 min|8.0|1601|9|1.6K|75|1.8K|Un jeune immigré est accusé de parricide et risque la peine de mort. Sur les 12 hommes du jury, 11 le pensent coupables. Un seul a de sérieux doutes.
le_seigneur_des_anneaux_la_communaute_de_l_anneau|Peter Jackson|Aventure, fantasy|2001-12-19|2 h 58 min|8.0|122707|404|123K|6.6K|8.3K|Le jeune hobbit Frodon Sacquet hérite d'un anneau. Il s'agit de l'Anneau Unique, instrument de pouvoir absolu qui permettrait à Sauron, de régner sur la Terre du Milieu et de réduire en esclavage ses peuples... A moins que Frodon et ses fidèles compagnons ne parviennent à emporter l'Anneau...
Nuit_et_Brouillard|Alain Resnais|Historique, guerre||32 min|8.0|11900|69|12K|434|5.4K|1955. Alain Resnais, à la demande du comité d'histoire de la Seconde Guerre mondiale, se rend sur les lieux où des milliers d'hommes, de femmes et d'enfants ont perdu la vie. Il s'agit d'Orianenbourg, Auschwitz, Dachau, Ravensbruck, Belsen, Neuengamme, Struthof. Avec Jean Cayrol et l'aide de...
ran|Akira Kurosawa|Drame, historique|1985-09-20|2 h 42 min|8.0|7405|77|7.4K|769|6.2K|Dans le Japon du XVIe siècle, le puissant seigneur Hidetora, du clan Ichimongi, décide de se retirer et de partager son domaine entre ses trois fils. Le cadet, Saburo, refuse cette décision, estimant qu'elle ne peut que déchirer la famille. Il est alors déshérité. Très vite, les trois frères se...
Le_Bateau|Wolfgang Petersen|Aventure, drame, thriller|1982-02-17|2 h 29 min|8.0|4339|98|4.3K|564|4.6K|Dans le port de La Rochelle, à l'automne 1941, le lieutenant Werner, correspondant de guerre, embarque à bord d'un sous-marin allemand, le U-96, dont la mission est de couler la flotte des Alliés dans l'Atlantique. Il découvre alors le rude quotidien des membres de l'équipage. Rapidement, le...
la_passion_de_jeanne_d_arc|Carl Theodor Dreyer|Muet, biopic, drame|1928-10-25|1 h 47 min|8.0|3040|44|3K|323|3.1K|Le procès et la mort de Jeanne d'Arc.
